------------ Generated ActiGraph data date format M/d/yyyy at 80 Hz  -----------
Start Time 09:30:05.500
Start Date 1/1/2000
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
-7.998,-0.338,-0.201
-7.998,-0.340,-0.203
-7.999,-0.341,-0.203
-7.998,-0.342,-0.202
-7.998,-0.341,-0.198
-7.996,-0.339,-0.193
-7.995,-0.337,-0.186
-7.992,-0.333,-0.176
-7.990,-0.329,-0.165
-7.987,-0.323,-0.153
-7.983,-0.317,-0.138
-7.979,-0.310,-0.122
-7.975,-0.303,-0.104
-7.970,-0.294,-0.085
-7.965,-0.285,-0.065
-7.960,-0.275,-0.044
-7.955,-0.265,-0.021
-7.949,-0.255,0.002
-7.943,-0.244,0.026
-7.937,-0.233,0.051
-7.931,-0.221,0.076
-7.925,-0.209,0.102
-7.918,-0.198,0.127
-7.912,-0.186,0.153
-7.906,-0.174,0.178
-7.900,-0.163,0.203
-7.893,-0.152,0.228
-7.888,-0.141,0.252
-7.882,-0.130,0.276
-7.876,-0.120,0.298
-7.871,-0.110,0.320
-7.866,-0.101,0.340
-7.862,-0.093,0.359
-7.857,-0.085,0.376
-7.853,-0.078,0.392
-7.850,-0.072,0.407
-7.847,-0.067,0.420
-7.844,-0.062,0.431
-7.842,-0.059,0.440
-7.840,-0.056,0.447
-7.839,-0.054,0.453
-7.838,-0.054,0.456
-7.838,-0.054,0.458
-7.838,-0.055,0.457
-7.839,-0.058,0.455
-7.840,-0.061,0.451
-7.842,-0.065,0.444
-7.844,-0.070,0.436
-7.847,-0.076,0.426
-7.850,-0.083,0.414
-7.853,-0.091,0.401
-7.857,-0.100,0.386
-7.861,-0.109,0.369
-7.866,-0.119,0.351
-7.871,-0.130,0.332
-7.876,-0.141,0.312
-7.881,-0.153,0.290
-7.887,-0.165,0.268
-7.893,-0.178,0.245
-7.899,-0.191,0.221
-7.905,-0.204,0.197
-7.911,-0.217,0.173
-7.918,-0.231,0.148
-7.924,-0.244,0.124
-7.930,-0.257,0.099
-7.936,-0.270,0.075
-7.942,-0.283,0.052
-7.948,-0.296,0.029
-7.954,-0.308,0.006
-7.959,-0.320,-0.015
-7.965,-0.331,-0.036
-7.969,-0.342,-0.055
-7.974,-0.352,-0.073
-7.978,-0.361,-0.089
-7.982,-0.370,-0.104
-7.986,-0.378,-0.118
-7.989,-0.385,-0.129
-7.991,-0.391,-0.139
-7.993,-0.396,-0.148
-7.995,-0.400,-0.154
-7.996,-0.403,-0.158
-7.997,-0.406,-0.161
-7.997,-0.407,-0.161
-7.997,-0.407,-0.160
-7.996,-0.407,-0.156
-7.995,-0.405,-0.151
-7.993,-0.402,-0.143
-7.991,-0.399,-0.134
-7.988,-0.395,-0.123
-7.985,-0.389,-0.110
-7.982,-0.383,-0.096
-7.978,-0.376,-0.080
-7.974,-0.368,-0.062
-7.969,-0.360,-0.043
-7.964,-0.351,-0.023
-7.959,-0.341,-0.001
-7.953,-0.331,0.021
-7.948,-0.321,0.044
-7.942,-0.310,0.068
-7.936,-0.298,0.093
-7.929,-0.287,0.118
-7.923,-0.275,0.144
-7.917,-0.263,0.169
-7.911,-0.252,0.195
-7.904,-0.240,0.221
-7.898,-0.229,0.246
-7.892,-0.217,0.270
-7.886,-0.206,0.295
-7.880,-0.196,0.318
-7.875,-0.186,0.340
-7.870,-0.176,0.362
-7.865,-0.167,0.382
-7.860,-0.159,0.401
-7.856,-0.151,0.419
-7.852,-0.144,0.435
-7.848,-0.138,0.449
-7.845,-0.132,0.462
-7.843,-0.128,0.473
-7.841,-0.124,0.482
-7.839,-0.122,0.490
-7.838,-0.120,0.495
-7.837,-0.120,0.498
-7.837,-0.120,0.500
-7.837,-0.121,0.500
-7.837,-0.124,0.497
-7.839,-0.127,0.493
-7.840,-0.131,0.486
-7.843,-0.136,0.478
-7.845,-0.142,0.468
-7.848,-0.149,0.457
-7.852,-0.157,0.443
-7.855,-0.166,0.428
-7.860,-0.175,0.412
-7.864,-0.185,0.394
-7.869,-0.196,0.374
-7.874,-0.207,0.354
-7.880,-0.219,0.333
-7.886,-0.231,0.310
-7.891,-0.244,0.287
-7.897,-0.257,0.264
-7.904,-0.270,0.240
-7.910,-0.283,0.215
-7.916,-0.296,0.191
-7.922,-0.310,0.166
-7.929,-0.323,0.142
-7.935,-0.336,0.117
-7.941,-0.349,0.094
-7.947,-0.362,0.071
-7.952,-0.374,0.048
-7.958,-0.386,0.027
-7.963,-0.397,0.007
-7.968,-0.408,-0.013
-7.972,-0.418,-0.031
-7.977,-0.427,-0.047
-7.981,-0.436,-0.062
-7.984,-0.443,-0.075
-7.987,-0.450,-0.087
-7.990,-0.457,-0.097
-7.992,-0.462,-0.105
-7.994,-0.466,-0.112
-7.995,-0.469,-0.116
-7.995,-0.471,-0.119
-7.996,-0.473,-0.119
-7.995,-0.473,-0.117
-7.995,-0.472,-0.114
-7.993,-0.471,-0.109
-7.992,-0.468,-0.101
-7.989,-0.465,-0.092
-7.987,-0.460,-0.081
-7.984,-0.455,-0.068
-7.980,-0.449,-0.054
-7.976,-0.442,-0.038
-7.972,-0.434,-0.020
-7.967,-0.426,-0.001
-7.962,-0.417,0.019
-7.957,-0.407,0.041
-7.952,-0.397,0.063
-7.946,-0.386,0.086
-7.940,-0.375,0.111
-7.934,-0.364,0.135
-7.928,-0.353,0.160
-7.921,-0.341,0.186
-7.915,-0.329,0.212
-7.909,-0.318,0.237
-7.903,-0.306,0.263
-7.896,-0.294,0.288
-7.890,-0.283,0.313
-7.884,-0.272,0.337
-7.879,-0.262,0.360
-7.873,-0.251,0.382
-7.868,-0.242,0.404
-7.863,-0.233,0.424
-7.858,-0.224,0.443
-7.854,-0.217,0.461
-7.850,-0.210,0.477
-7.847,-0.204,0.491
-7.844,-0.198,0.504
-7.841,-0.194,0.515
-7.839,-0.190,0.524
-7.837,-0.188,0.532
-7.836,-0.186,0.537
-7.835,-0.185,0.541
-7.835,-0.186,0.542
-7.835,-0.187,0.542
-7.836,-0.189,0.539
-7.837,-0.193,0.535
-7.838,-0.197,0.528
-7.841,-0.202,0.520
-7.843,-0.208,0.510
-7.846,-0.215,0.499
-7.850,-0.223,0.485
-7.854,-0.231,0.470
-7.858,-0.241,0.454
-7.862,-0.251,0.436
-7.867,-0.261,0.416
-7.873,-0.273,0.396
-7.878,-0.285,0.375
-7.884,-0.297,0.352
-7.890,-0.309,0.329
-7.896,-0.322,0.306
-7.902,-0.335,0.282
-7.908,-0.349,0.257
-7.914,-0.362,0.233
-7.920,-0.375,0.208
-7.927,-0.389,0.184
-7.933,-0.402,0.159
-7.939,-0.415,0.136
-7.945,-0.427,0.113
-7.950,-0.440,0.090
-7.956,-0.451,0.069
-7.961,-0.463,0.049
-7.966,-0.473,0.029
-7.970,-0.483,0.012
-7.975,-0.493,-0.005
-7.979,-0.501,-0.020
-7.982,-0.509,-0.033
-7.985,-0.516,-0.045
-7.988,-0.522,-0.055
-7.990,-0.527,-0.063
-7.991,-0.532,-0.070
-7.993,-0.535,-0.074
-7.993,-0.537,-0.077
-7.994,-0.539,-0.077
-7.993,-0.539,-0.075
-7.993,-0.538,-0.072
-7.991,-0.537,-0.067
-7.990,-0.534,-0.059
-7.987,-0.530,-0.050
-7.985,-0.526,-0.039
-7.982,-0.521,-0.026
-7.978,-0.515,-0.012
-7.974,-0.508,0.004
-7.970,-0.500,0.022
-7.965,-0.491,0.041
-7.960,-0.482,0.061
-7.955,-0.473,0.083
-7.950,-0.463,0.105
-7.944,-0.452,0.128
-7.938,-0.441,0.153
-7.932,-0.430,0.177
-7.926,-0.418,0.202
-7.919,-0.407,0.228
-7.913,-0.395,0.253
-7.907,-0.383,0.279
-7.900,-0.372,0.305
-7.894,-0.360,0.330
-7.888,-0.349,0.354
-7.882,-0.338,0.379
-7.877,-0.327,0.402
-7.871,-0.317,0.424
-7.866,-0.307,0.446
-7.861,-0.298,0.466
-7.856,-0.290,0.485
-7.852,-0.282,0.503
-7.848,-0.275,0.519
-7.844,-0.269,0.533
-7.841,-0.264,0.546
-7.839,-0.259,0.557
-7.836,-0.256,0.566
-7.835,-0.253,0.574
-7.834,-0.252,0.579
-7.833,-0.251,0.582
-7.832,-0.251,0.584
-7.833,-0.253,0.583
-7.833,-0.255,0.581
-7.835,-0.258,0.577
-7.836,-0.262,0.570
-7.838,-0.268,0.562
-7.841,-0.274,0.552
-7.844,-0.281,0.540
-7.847,-0.288,0.527
-7.851,-0.297,0.512
-7.856,-0.306,0.495
-7.860,-0.316,0.478
-7.865,-0.327,0.458
-7.870,-0.338,0.438
-7.876,-0.350,0.417
-7.881,-0.362,0.394
-7.887,-0.375,0.371
-7.893,-0.388,0.348
-7.899,-0.401,0.323
-7.906,-0.414,0.299
-7.912,-0.428,0.274
-7.918,-0.441,0.250
-7.924,-0.454,0.225
-7.930,-0.468,0.201
-7.936,-0.481,0.178
-7.942,-0.493,0.155
-7.948,-0.505,0.132
-7.953,-0.517,0.111
-7.959,-0.528,0.090
-7.964,-0.539,0.071
-7.968,-0.549,0.053
-7.972,-0.558,0.037
-7.976,-0.567,0.022
-7.980,-0.575,0.008
-7.983,-0.582,-0.003
-7.985,-0.588,-0.013
-7.987,-0.593,-0.022
-7.989,-0.597,-0.028
-7.990,-0.601,-0.032
-7.991,-0.603,-0.035
-7.991,-0.604,-0.035
-7.991,-0.605,-0.034
-7.990,-0.604,-0.030
-7.989,-0.602,-0.025
-7.987,-0.600,-0.017
-7.985,-0.596,-0.008
-7.982,-0.592,0.003
-7.979,-0.586,0.016
-7.976,-0.580,0.030
-7.972,-0.573,0.046
-7.967,-0.566,0.064
-7.963,-0.557,0.083
-7.958,-0.548,0.103
-7.953,-0.538,0.124
-7.947,-0.528,0.147
-7.941,-0.518,0.170
-7.935,-0.507,0.194
-7.929,-0.495,0.219
-7.923,-0.484,0.244
-7.917,-0.472,0.270
-7.911,-0.461,0.295
-7.904,-0.449,0.321
-7.898,-0.437,0.346
-7.892,-0.426,0.371
-7.886,-0.414,0.396
-7.880,-0.403,0.420
-7.874,-0.393,0.444
-7.869,-0.383,0.466
-7.863,-0.373,0.487
-7.858,-0.364,0.508
-7.854,-0.356,0.527
-7.849,-0.348,0.544
-7.845,-0.341,0.560
-7.842,-0.335,0.575
-7.839,-0.330,0.588
-7.836,-0.325,0.599
-7.834,-0.322,0.608
-7.832,-0.319,0.615
-7.831,-0.317,0.621
-7.830,-0.317,0.624
-7.830,-0.317,0.626
-7.830,-0.318,0.625
-7.831,-0.321,0.623
-7.832,-0.324,0.618
-7.834,-0.328,0.612
-7.836,-0.333,0.604
-7.838,-0.339,0.594
-7.841,-0.346,0.582
-7.845,-0.354,0.569
-7.849,-0.363,0.554
-7.853,-0.372,0.537
-7.858,-0.382,0.519
-7.862,-0.393,0.500
-7.868,-0.404,0.480
-7.873,-0.416,0.458
-7.879,-0.428,0.436
-7.885,-0.441,0.413
-7.891,-0.454,0.389
-7.897,-0.467,0.365
-7.903,-0.480,0.341
-7.909,-0.493,0.316
-7.915,-0.507,0.291
-7.922,-0.520,0.267
-7.928,-0.533,0.243
-7.934,-0.546,0.219
-7.940,-0.559,0.196
-7.945,-0.571,0.174
-7.951,-0.583,0.152
-7.956,-0.594,0.132
-7.961,-0.605,0.113
-7.965,-0.615,0.095
-7.970,-0.624,0.078
-7.973,-0.633,0.063
-7.977,-0.640,0.050
-7.980,-0.647,0.038
-7.983,-0.653,0.028
-7.985,-0.659,0.020
-7.986,-0.663,0.014
-7.988,-0.666,0.009
-7.988,-0.668,0.007
-7.988,-0.670,0.006
-7.988,-0.670,0.008
-7.987,-0.669,0.011
-7.986,-0.668,0.017
-7.984,-0.665,0.024
-7.982,-0.662,0.033
-7.979,-0.657,0.044
-7.976,-0.652,0.057
-7.973,-0.646,0.072
-7.969,-0.639,0.088
-7.965,-0.631,0.105
-7.960,-0.623,0.124
-7.955,-0.614,0.145
-7.950,-0.604,0.166
-7.944,-0.594,0.188
-7.938,-0.583,0.212
-7.933,-0.572,0.236
-7.926,-0.561,0.260
-7.920,-0.550,0.286
-7.914,-0.538,0.311
-7.908,-0.526,0.337
-7.901,-0.514,0.362
-7.895,-0.503,0.388
-7.889,-0.491,0.413
-7.883,-0.480,0.438
-7.877,-0.469,0.462
-7.871,-0.458,0.485
-7.866,-0.448,0.508
-7.860,-0.439,0.529
-7.855,-0.430,0.549
-7.851,-0.421,0.568
-7.846,-0.413,0.586
-7.842,-0.407,0.602
-7.839,-0.400,0.616
-7.836,-0.395,0.629
-7.833,-0.391,0.640
-7.831,-0.387,0.649
-7.829,-0.384,0.657
-7.828,-0.383,0.662
-7.827,-0.382,0.666
-7.827,-0.383,0.667
-7.827,-0.384,0.667
-7.828,-0.386,0.664
-7.829,-0.389,0.660
-7.831,-0.394,0.653
-7.833,-0.399,0.645
-7.835,-0.405,0.635
-7.838,-0.412,0.624
-7.842,-0.420,0.610
-7.846,-0.428,0.595
-7.850,-0.438,0.579
-7.854,-0.448,0.561
-7.859,-0.458,0.541
-7.865,-0.470,0.521
-7.870,-0.481,0.500
-7.876,-0.494,0.477
-7.882,-0.506,0.454
-7.888,-0.519,0.431
-7.894,-0.532,0.406
-7.900,-0.545,0.382
-7.906,-0.559,0.357
-7.912,-0.572,0.333
-7.918,-0.586,0.308
-7.925,-0.599,0.284
-7.931,-0.612,0.261
-7.936,-0.624,0.238
-7.942,-0.636,0.215
-7.948,-0.648,0.194
-7.953,-0.659,0.173
-7.958,-0.670,0.154
-7.962,-0.680,0.136
-7.966,-0.690,0.120
-7.970,-0.698,0.105
-7.974,-0.706,0.091
-7.977,-0.713,0.080
-7.979,-0.719,0.070
-7.981,-0.724,0.061
-7.983,-0.728,0.055
-7.984,-0.732,0.051
-7.985,-0.734,0.048
-7.985,-0.735,0.048
-7.985,-0.736,0.049
-7.984,-0.735,0.053
-7.983,-0.733,0.058
-7.981,-0.731,0.065
-7.979,-0.727,0.075
-7.976,-0.723,0.086
-7.973,-0.717,0.098
-7.970,-0.711,0.113
-7.966,-0.704,0.129
-7.961,-0.697,0.147
-7.957,-0.688,0.166
-7.952,-0.679,0.186
-7.946,-0.669,0.207
-7.941,-0.659,0.230
-7.935,-0.649,0.253
-7.929,-0.638,0.277
-7.923,-0.626,0.302
-7.917,-0.615,0.327
-7.911,-0.603,0.352
-7.904,-0.592,0.378
-7.898,-0.580,0.404
-7.892,-0.568,0.429
-7.886,-0.557,0.454
-7.879,-0.545,0.479
-7.874,-0.534,0.503
-7.868,-0.524,0.526
-7.862,-0.514,0.549
-7.857,-0.504,0.570
-7.852,-0.495,0.590
-7.847,-0.487,0.609
-7.843,-0.479,0.627
-7.839,-0.472,0.643
-7.836,-0.466,0.658
-7.832,-0.460,0.670
-7.830,-0.456,0.681
-7.828,-0.452,0.691
-7.826,-0.450,0.698
-7.825,-0.448,0.703
-7.824,-0.448,0.707
-7.823,-0.448,0.708
-7.824,-0.449,0.708
-7.824,-0.452,0.705
-7.826,-0.455,0.701
-7.827,-0.459,0.695
-7.829,-0.464,0.686
-7.832,-0.470,0.676
-7.835,-0.477,0.665
-7.838,-0.485,0.651
-7.842,-0.494,0.636
-7.846,-0.503,0.620
-7.851,-0.513,0.602
-7.856,-0.524,0.583
-7.861,-0.535,0.562
-7.867,-0.547,0.541
-7.872,-0.559,0.518
-7.878,-0.572,0.495
-7.884,-0.584,0.472
-7.890,-0.598,0.448
-7.896,-0.611,0.423
-7.903,-0.624,0.399
-7.909,-0.638,0.374
-7.915,-0.651,0.349
-7.921,-0.664,0.325
-7.927,-0.677,0.302
-7.933,-0.690,0.279
-7.939,-0.702,0.256
-7.944,-0.714,0.235
-7.949,-0.725,0.215
-7.954,-0.736,0.195
-7.959,-0.746,0.177
-7.963,-0.755,0.161
-7.967,-0.763,0.146
-7.970,-0.771,0.132
-7.973,-0.778,0.121
-7.976,-0.784,0.111
-7.978,-0.789,0.102
-7.980,-0.794,0.096
-7.981,-0.797,0.092
-7.981,-0.799,0.089
-7.982,-0.801,0.089
-7.981,-0.801,0.090
-7.981,-0.800,0.094
-7.979,-0.799,0.099
-7.978,-0.796,0.106
-7.975,-0.792,0.116
-7.973,-0.788,0.127
-7.970,-0.783,0.139
-7.966,-0.777,0.154
-7.962,-0.770,0.170
-7.958,-0.762,0.188
-7.953,-0.753,0.207
-7.948,-0.744,0.227
-7.943,-0.735,0.248
-7.937,-0.725,0.271
-7.932,-0.714,0.294
-7.926,-0.703,0.318
-7.920,-0.692,0.343
-7.913,-0.680,0.368
-7.907,-0.669,0.393
-7.901,-0.657,0.419
-7.894,-0.645,0.445
-7.888,-0.633,0.470
-7.882,-0.622,0.495
-7.876,-0.611,0.520
-7.870,-0.600,0.544
-7.864,-0.589,0.567
-7.859,-0.579,0.590
-7.853,-0.569,0.611
-7.848,-0.560,0.631
-7.844,-0.552,0.650
-7.839,-0.544,0.668
-7.835,-0.537,0.684
-7.832,-0.531,0.698
-7.829,-0.526,0.711
-7.826,-0.521,0.722
-7.824,-0.518,0.731
-7.822,-0.515,0.739
-7.821,-0.514,0.744
-7.820,-0.513,0.748
-7.820,-0.513,0.749
-7.820,-0.515,0.749
-7.821,-0.517,0.746
-7.822,-0.520,0.742
-7.823,-0.524,0.736
-7.826,-0.529,0.727
-7.828,-0.536,0.717
-7.831,-0.542,0.706
-7.835,-0.550,0.692
-7.838,-0.559,0.677
-7.843,-0.568,0.661
-7.847,-0.578,0.643
-7.852,-0.589,0.623
-7.857,-0.600,0.603
-7.863,-0.612,0.582
-7.868,-0.624,0.559
-7.874,-0.637,0.536
-7.880,-0.650,0.513
-7.886,-0.663,0.488
-7.893,-0.676,0.464
-7.899,-0.690,0.439
-7.905,-0.703,0.415
-7.911,-0.716,0.390
-7.917,-0.729,0.366
-7.923,-0.742,0.342
-7.929,-0.755,0.319
-7.935,-0.767,0.297
-7.940,-0.779,0.276
-7.945,-0.790,0.255
-7.950,-0.801,0.236
-7.955,-0.811,0.218
-7.959,-0.820,0.202
-7.963,-0.829,0.187
-7.966,-0.837,0.173
-7.969,-0.843,0.161
-7.972,-0.850,0.151
-7.974,-0.855,0.143
-7.976,-0.859,0.137
-7.977,-0.862,0.132
-7.978,-0.864,0.130
-7.978,-0.866,0.129
-7.977,-0.866,0.131
-7.977,-0.865,0.134
-7.975,-0.864,0.140
-7.974,-0.861,0.147
-7.971,-0.858,0.156
-7.969,-0.853,0.167
-7.966,-0.848,0.180
-7.962,-0.842,0.195
-7.958,-0.835,0.211
-7.954,-0.827,0.228
-7.949,-0.819,0.247
-7.944,-0.810,0.267
-7.939,-0.800,0.289
-7.933,-0.790,0.311
-7.928,-0.779,0.335
-7.922,-0.768,0.359
-7.915,-0.757,0.383
-7.909,-0.745,0.409
-7.903,-0.734,0.434
-7.897,-0.722,0.460
-7.890,-0.710,0.485
-7.884,-0.699,0.511
-7.878,-0.687,0.536
-7.872,-0.676,0.561
-7.866,-0.665,0.585
-7.860,-0.654,0.608
-7.854,-0.644,0.630
-7.849,-0.635,0.652
-7.844,-0.626,0.672
-7.840,-0.617,0.691
-7.835,-0.609,0.708
-7.831,-0.602,0.725
-7.828,-0.596,0.739
-7.825,-0.591,0.752
-7.822,-0.586,0.763
-7.820,-0.583,0.772
-7.818,-0.580,0.779
-7.817,-0.579,0.785
-7.816,-0.578,0.788
-7.816,-0.578,0.790
-7.816,-0.580,0.789
-7.816,-0.582,0.787
-7.818,-0.585,0.782
-7.819,-0.589,0.776
-7.821,-0.595,0.768
-7.824,-0.601,0.758
-7.827,-0.608,0.746
-7.830,-0.615,0.733
-7.834,-0.624,0.718
-7.838,-0.633,0.701
-7.843,-0.643,0.683
-7.848,-0.654,0.664
-7.853,-0.665,0.643
-7.859,-0.677,0.622
-7.864,-0.689,0.600
-7.870,-0.702,0.577
-7.876,-0.715,0.553
-7.882,-0.728,0.529
-7.888,-0.741,0.504
-7.894,-0.755,0.480
-7.901,-0.768,0.455
-7.907,-0.781,0.431
-7.913,-0.794,0.407
-7.919,-0.807,0.383
-7.925,-0.820,0.360
-7.930,-0.832,0.338
-7.936,-0.844,0.316
-7.941,-0.855,0.296
-7.946,-0.866,0.276
-7.950,-0.876,0.259
-7.955,-0.885,0.242
-7.959,-0.894,0.227
-7.962,-0.902,0.213
-7.965,-0.909,0.202
-7.968,-0.915,0.192
-7.970,-0.920,0.183
-7.971,-0.924,0.177
-7.972,-0.927,0.173
-7.973,-0.930,0.170
-7.973,-0.931,0.170
-7.973,-0.931,0.171
-7.972,-0.931,0.175
-7.971,-0.929,0.180
-7.969,-0.926,0.188
-7.967,-0.923,0.197
-7.964,-0.918,0.208
-7.961,-0.913,0.221
-7.958,-0.907,0.235
-7.954,-0.900,0.251
-7.949,-0.892,0.269
-7.945,-0.884,0.288
-7.940,-0.875,0.308
-7.934,-0.865,0.329
-7.929,-0.855,0.352
-7.923,-0.844,0.375
-7.917,-0.833,0.399
-7.911,-0.822,0.424
-7.905,-0.811,0.449
-7.899,-0.799,0.474
-7.892,-0.787,0.500
-7.886,-0.775,0.525
-7.880,-0.764,0.551
-7.873,-0.752,0.576
-7.867,-0.741,0.601
-7.861,-0.730,0.625
-7.856,-0.719,0.648
-7.850,-0.709,0.671
-7.845,-0.700,0.692
-7.840,-0.691,0.712
-7.835,-0.682,0.731
-7.831,-0.674,0.749
-7.827,-0.667,0.765
-7.823,-0.661,0.779
-7.820,-0.656,0.792
-7.817,-0.652,0.803
-7.815,-0.648,0.812
-7.813,-0.645,0.820
-7.812,-0.644,0.825
-7.811,-0.643,0.828
-7.811,-0.643,0.830
-7.811,-0.645,0.829
-7.812,-0.647,0.827
-7.813,-0.650,0.823
-7.815,-0.654,0.816
-7.817,-0.660,0.808
-7.819,-0.666,0.798
-7.822,-0.673,0.786
-7.826,-0.680,0.773
-7.830,-0.689,0.758
-7.834,-0.698,0.741
-7.838,-0.708,0.723
-7.843,-0.719,0.704
-7.848,-0.730,0.684
-7.854,-0.742,0.662
-7.860,-0.754,0.640
-7.865,-0.767,0.617
-7.871,-0.780,0.593
-7.877,-0.793,0.569
-7.884,-0.806,0.544
-7.890,-0.820,0.520
-7.896,-0.833,0.495
-7.902,-0.846,0.471
-7.908,-0.859,0.447
-7.914,-0.872,0.423
-7.920,-0.885,0.400
-7.926,-0.897,0.378
-7.931,-0.909,0.356
-7.936,-0.920,0.336
-7.941,-0.931,0.317
-7.946,-0.941,0.299
-7.950,-0.950,0.282
-7.954,-0.959,0.267
-7.957,-0.967,0.254
-7.960,-0.974,0.242
-7.963,-0.980,0.232
-7.965,-0.985,0.224
-7.967,-0.989,0.217
-7.968,-0.992,0.213
-7.968,-0.995,0.210
-7.969,-0.996,0.210
-7.968,-0.996,0.211
-7.968,-0.995,0.215
-7.966,-0.994,0.220
-7.964,-0.991,0.227
-7.962,-0.988,0.237
-7.960,-0.983,0.248
-7.956,-0.978,0.260
-7.953,-0.972,0.275
-7.949,-0.965,0.291
-7.945,-0.957,0.309
-7.940,-0.949,0.327
-7.935,-0.940,0.348
-7.930,-0.930,0.369
-7.924,-0.920,0.392
-7.918,-0.909,0.415
-7.912,-0.898,0.439
-7.906,-0.887,0.464
-7.900,-0.875,0.489
-7.894,-0.864,0.514
-7.887,-0.852,0.540
-7.881,-0.840,0.565
-7.875,-0.829,0.591
-7.869,-0.817,0.616
-7.862,-0.806,0.641
-7.856,-0.795,0.665
-7.851,-0.784,0.688
-7.845,-0.774,0.710
-7.840,-0.764,0.732
-7.835,-0.755,0.752
-7.830,-0.747,0.771
-7.826,-0.739,0.789
-7.822,-0.732,0.805
-7.818,-0.726,0.819
-7.815,-0.721,0.832
-7.813,-0.716,0.843
-7.810,-0.713,0.852
-7.809,-0.710,0.859
-7.807,-0.709,0.865
-7.806,-0.708,0.868
-7.806,-0.708,0.870
-7.806,-0.710,0.869
-7.807,-0.712,0.867
-7.808,-0.715,0.862
-7.810,-0.719,0.856
-7.812,-0.724,0.848
-7.814,-0.731,0.838
-7.817,-0.737,0.826
-7.821,-0.745,0.813
-7.825,-0.754,0.797
-7.829,-0.763,0.781
-7.833,-0.773,0.763
-7.838,-0.784,0.744
-7.844,-0.795,0.723
-7.849,-0.807,0.702
-7.855,-0.819,0.680
-7.860,-0.832,0.656
-7.866,-0.845,0.633
-7.872,-0.858,0.609
-7.879,-0.871,0.584
-7.885,-0.884,0.560
-7.891,-0.898,0.535
-7.897,-0.911,0.510
-7.903,-0.924,0.486
-7.909,-0.937,0.463
-7.915,-0.950,0.440
-7.921,-0.962,0.417
-7.926,-0.974,0.396
-7.931,-0.985,0.375
-7.936,-0.996,0.356
-7.941,-1.006,0.338
-7.945,-1.015,0.322
-7.949,-1.024,0.307
-7.952,-1.031,0.293
-7.955,-1.038,0.281
-7.958,-1.044,0.271
-7.960,-1.050,0.263
-7.962,-1.054,0.257
-7.963,-1.057,0.252
-7.963,-1.059,0.250
-7.964,-1.061,0.249
-7.963,-1.061,0.251
-7.962,-1.060,0.254
-7.961,-1.059,0.260
-7.959,-1.056,0.267
-7.957,-1.052,0.276
-7.954,-1.048,0.287
-7.951,-1.043,0.300
-7.948,-1.037,0.314
-7.944,-1.030,0.330
-7.939,-1.022,0.348
-7.935,-1.013,0.367
-7.930,-1.004,0.387
-7.924,-0.995,0.409
-7.919,-0.985,0.431
-7.913,-0.974,0.454
-7.907,-0.963,0.478
-7.901,-0.952,0.503
-7.895,-0.940,0.528
-7.889,-0.929,0.554
-7.882,-0.917,0.579
-7.876,-0.905,0.605
-7.870,-0.893,0.630
-7.863,-0.882,0.655
-7.857,-0.871,0.680
-7.851,-0.860,0.704
-7.845,-0.849,0.727
-7.840,-0.839,0.750
-7.835,-0.829,0.771
-7.830,-0.820,0.791
-7.825,-0.812,0.810
-7.821,-0.804,0.828
-7.817,-0.797,0.844
-7.813,-0.791,0.858
-7.810,-0.786,0.871
-7.807,-0.781,0.882
-7.805,-0.778,0.891
-7.803,-0.775,0.899
-7.802,-0.773,0.904
-7.801,-0.773,0.908
-7.801,-0.773,0.909
-7.801,-0.774,0.909
-7.802,-0.777,0.906
-7.803,-0.780,0.902
-7.804,-0.784,0.895
-7.807,-0.789,0.887
-7.809,-0.795,0.877
-7.812,-0.802,0.865
-7.816,-0.810,0.852
-7.819,-0.819,0.837
-7.824,-0.828,0.820
-7.828,-0.838,0.802
-7.833,-0.849,0.783
-7.838,-0.860,0.763
-7.844,-0.872,0.741
-7.849,-0.884,0.719
-7.855,-0.896,0.696
-7.861,-0.909,0.672
-7.867,-0.922,0.648
-7.873,-0.936,0.623
-7.879,-0.949,0.599
-7.886,-0.962,0.574
-7.892,-0.976,0.550
-7.898,-0.989,0.526
-7.904,-1.002,0.502
-7.910,-1.014,0.479
-7.915,-1.027,0.456
-7.921,-1.038,0.435
-7.926,-1.050,0.415
-7.931,-1.060,0.395
-7.935,-1.070,0.377
-7.940,-1.080,0.361
-7.943,-1.088,0.346
-7.947,-1.096,0.332
-7.950,-1.103,0.320
-7.952,-1.109,0.310
-7.954,-1.114,0.302
-7.956,-1.118,0.296
-7.957,-1.122,0.291
-7.958,-1.124,0.289
-7.958,-1.125,0.289
-7.958,-1.126,0.290
-7.957,-1.125,0.293
-7.956,-1.123,0.299
-7.954,-1.121,0.306
-7.952,-1.117,0.315
-7.949,-1.113,0.326
-7.946,-1.107,0.339
-7.942,-1.101,0.354
-7.938,-1.094,0.370
-7.934,-1.086,0.387
-7.929,-1.078,0.406
-7.924,-1.069,0.426
-7.919,-1.059,0.448
-7.913,-1.049,0.470
-7.908,-1.039,0.493
-7.902,-1.028,0.517
-7.896,-1.016,0.542
-7.889,-1.005,0.567
-7.883,-0.993,0.593
-7.877,-0.981,0.618
-7.870,-0.970,0.644
-7.864,-0.958,0.669
-7.858,-0.946,0.694
